num_sujet,num_session,run,trial,character,isNoGo,duration
2,2,1,1,U,False,0.6986390092515389
2,2,1,2,S,True,0.7827160380835734
2,2,1,3,S,True,0.6780831231117308
2,2,1,4,Y,False,0.7025224429708521
2,2,1,5,I,False,0.8562421490513241
2,2,1,6,H,False,0.7254433733980126
2,2,1,7,F,False,0.8769872588914358
2,2,1,8,N,False,0.8026659904026544
2,2,1,9,B,False,0.9713131657181323
2,2,1,10,V,False,0.7972726650518738
2,2,1,11,B,False,0.8472068405529755
2,2,1,12,R,False,0.8398083474930573
2,2,1,13,K,False,0.8305159587290321
2,2,1,14,Z,False,0.8681794275165791
2,2,1,15,Q,False,0.8221337840387728
2,2,1,16,S,True,0.842296097106307
2,2,1,17,S,True,0.8811803644234825
2,2,1,18,M,False,0.9403572951400663
2,2,1,19,F,False,0.8172938653401276
2,2,1,20,K,False,0.6270880600345379
2,2,1,21,K,False,0.9504490279582115
2,2,1,22,O,False,0.7611904782466502
2,2,1,23,B,False,0.6980202910340221
2,2,1,24,L,False,0.9574064549409879
2,2,1,25,X,False,0.627931674790926
2,2,1,26,U,False,0.9539247485783179
2,2,1,27,U,False,0.7095088297055077
2,2,1,28,S,True,0.8667330899965995
2,2,1,29,B,False,0.6475798135927725
2,2,1,30,K,False,0.8624892535937676
2,2,1,31,P,False,0.8800513034145608
2,2,1,32,P,False,0.854366164882587
2,2,1,33,S,True,0.9267968339892513
2,2,1,34,F,False,0.6254493626913298
2,2,1,35,N,False,0.8924187748211427
2,2,1,36,M,False,0.9505876322108064
2,2,1,37,S,True,0.9454172399972991
2,2,1,38,P,False,0.6241257489224858
2,2,1,39,E,False,0.6544665666412317
2,2,1,40,Q,False,0.6346579677305687
2,2,1,41,W,False,0.9394692875692925
2,2,1,42,S,True,0.9337454242279585
2,2,1,43,L,False,0.9631534382223226
2,2,1,44,S,True,0.6847810138013567
2,2,1,45,V,False,0.6137340811133203
2,2,1,46,P,False,0.6261643902201224
2,2,1,47,V,False,0.6289574147525328
2,2,1,48,Z,False,0.8991215046469169
2,2,1,49,G,False,0.6413634442883722
2,2,1,50,T,False,0.7543620453058301
2,2,1,51,S,True,0.8227610229644213
2,2,1,52,J,False,0.7382984895440806
2,2,1,53,J,False,0.9823981937350675
2,2,1,54,B,False,0.9283694636693691
2,2,1,55,S,True,0.8681839863172636
2,2,1,56,B,False,0.7734437176579431
2,2,1,57,S,True,0.8359893669611862
2,2,1,58,W,False,0.8689891923186281
2,2,1,59,Q,False,0.860355540970865
2,2,1,60,L,False,0.6070781454017375
